FID,the_geom,OBJECTID_1,OBJECTID,WNO,ZONE_NAME,REGION_12,DIST_ID,VDC_ID,DISTRICTS,VDC_CODE,VDC,DISVDCODE,P_CODE,X,Y,DISTRICT,VDC_NAME,P_CODEV,Market,Wardno,Damage,Recovery,Phyacces,Tranflow,Wholesal,Timfrwho,Traderno,building,comodity,Suffice,Capacity,Avgsalric,Avgsalent,Avgsaloil,Pricrice,Pricoil,Priclnt,Bankfin,credcop,Remagebt,Tel,Police,Wagrate,PCODEW,Mrktsze
market_centers_eq_districts0.106,POINT (85.44509887671182 27.487400054768784),106,10072,2,Bagmati,Central,24,016,Kavrepalanchok,16,Chyamrangbesi,240016,C-BAG-24-016-02,85.4451,27.4874,Kavrepalanchok,Chyamrangbesi,C-BAG-24-016,Chamrangbeshi,2,2,2,2,2,Banepa,1,6,2,"Rire,Oil Salt,shop etc",2,2,250,6,100,50,50,230,2,1,2,1,2,450,C-BAG-24-016-02,2
market_centers_eq_districts0.107,POINT (85.52149963360125 27.516799926675333),107,10081,2,Bagmati,Central,24,017,Kavrepalanchok,17,Chyasing Kharka,240017,C-BAG-24-017-02,85.5215,27.5168,Kavrepalanchok,Chyasin Kharka,C-BAG-24-017,Chalty,2,2,2,2,2,Banepa,1,7,2,"Rire,Oil Salt,shop etc",2,2,200,6,100,50,50,230,2,1,2,1,2,450,C-BAG-24-017-02,2
market_centers_eq_districts0.108,POINT (85.62429809608034 27.55060005185095),108,10103,6,Bagmati,Central,24,020,Kavrepalanchok,20,Daraune Pokhari,240020,C-BAG-24-020-06,85.6243,27.5506,Kavrepalanchok,Daraune Pokhari,C-BAG-24-020,Bhakunde beshi,6,2,2,2,2,Banepa,1,4,3,"Rire,Oil Salt,shop etc",2,1,200,100,150,55,250,230,1,1,2,2,2,450,C-BAG-24-020-06,3
market_centers_eq_districts0.109,POINT (85.63400268567545 27.610300063796956),109,10111,5,Bagmati,Central,24,021,Kavrepalanchok,21,Dewabhumi Baluwa,240021,C-BAG-24-021-05,85.634,27.6103,Kavrepalanchok,Dev Bhumi Baluwa,C-BAG-24-021,Tinpiple,5,2,2,1,2,Banepa,1,10,3,"Rire,Oil Salt,shop etc",2,1,200,100,150,55,250,230,1,1,1,2,1,450,C-BAG-24-021-05,2
market_centers_eq_districts0.110,POINT (85.56340026810796 27.67600059525131),110,10122,7,Bagmati,Central,24,022,Kavrepalanchok,22,Devitar,240022,C-BAG-24-022-07,85.5634,27.676,Kavrepalanchok,Devitar,C-BAG-24-022,Deurali,7,2,2,2,2,Banepa,1,4,2,"Rire,Oil Salt,shop etc",2,2,250,6,100,50,50,230,2,1,2,1,2,450,C-BAG-24-022-07,3
market_centers_eq_districts0.111,POINT (85.56310272201307 27.61639976503716),111,10126,2,Bagmati,Central,24,023,Kavrepalanchok,23,Dhulikhel Municipality,240023,C-BAG-24-023-02,85.5631,27.6164,Kavrepalanchok,Dhulikhel N. P.,C-BAG-24-023,Sharshoti baZar,2,1,1,1,3,"Banepa,Terai",1,100,3,"Rire,Oil Salt,shop etc",2,1,500,300,300,55,250,230,1,1,1,2,1,450,C-BAG-24-023-02,1
market_centers_eq_districts0.112,POINT (85.49849700902979 27.516599654850268),112,10135,2,Bagmati,Central,24,024,Kavrepalanchok,24,Dhunkharka,240024,C-BAG-24-024-02,85.4985,27.5166,Kavrepalanchok,Dhunkharka,C-BAG-24-024,Gelung,2,2,2,1,2,Banepa,1,7,2,"Rire,Oil Salt,shop etc",2,1,200,100,150,55,250,230,1,1,1,2,1,450,C-BAG-24-024-02,2
market_centers_eq_districts0.113,POINT (85.79010009784128 27.584499358758478),113,10151,9,Bagmati,Central,24,025,Kavrepalanchok,25,Dhuseni Siwalaya,240025,C-BAG-24-025-09,85.7901,27.5845,Kavrepalanchok,Dhuseni,C-BAG-24-025,Chheda,9,2,2,3,2,Banepa,1,3,2,"Rire,Oil Salt,shop etc",2,2,100,50,100,58,260,240,2,1,2,1,2,450,C-BAG-24-025-09,3
market_centers_eq_districts0.114,POINT (85.70390319857381 27.625799178689192),114,10156,5,Bagmati,Central,24,026,Kavrepalanchok,26,Dolalghat,240026,C-BAG-24-026-05,85.7039,27.6258,Kavrepalanchok,Dolalghat,C-BAG-24-026,Dolalghat,5,1,1,1,3,"Banepa,Terai",1,30,3,"Rire,Oil Salt,shop etc",2,1,400,300,300,55,250,230,1,0,1,2,1,450,C-BAG-24-026-05,1
market_centers_eq_districts0.115,POINT (85.58489990250854 27.744100570984642),115,10163,3,Bagmati,Central,24,030,Kavrepalanchok,30,Gairi Bisouna Deupur,240030,C-BAG-24-030-03,85.5849,27.7441,Kavrepalanchok,Gairibisauna,C-BAG-24-030,Dhadkhola,3,2,2,2,2,Banepa,1,2,2,"Rire,Oil Salt,shop etc",2,2,250,6,21,50,240,230,2,1,2,1,1,450,C-BAG-24-030-03,3
market_centers_eq_districts0.116,POINT (85.59420013442872 27.356399536409526),116,10174,5,Bagmati,Central,24,031,Kavrepalanchok,31,Ghartichhap,240031,C-BAG-24-031-05,85.5942,27.3564,Kavrepalanchok,Ghartichhap,C-BAG-24-031,Ghartichhap,5,2,2,4,2,Banepa,1,2,2,"Rire,Oil Salt,shop etc",2,3,250,30,0,50,0,230,2,1,2,1,2,450,C-BAG-24-031-05,3
market_centers_eq_districts0.117,POINT (85.55680084238503 27.374099731217655),117,10179,1,Bagmati,Central,24,032,Kavrepalanchok,32,Gokule,240032,C-BAG-24-032-01,85.5568,27.3741,Kavrepalanchok,Gokule,C-BAG-24-032,Gokule,1,2,2,4,2,Banepa,1,2,2,"Rire,Oil Salt,shop etc",2,3,250,6,40,50,230,230,2,1,2,1,1,450,C-BAG-24-032-01,3
market_centers_eq_districts0.118,POINT (85.79499816903035 27.605100631588925),118,10196,9,Bagmati,Central,24,033,Kavrepalanchok,33,Gothpani,240033,C-BAG-24-033-09,85.795,27.6051,Kavrepalanchok,Gothpani,C-BAG-24-033,Cheda,9,2,2,3,2,Banepa,1,6,2,"Rire,Oil Salt,shop etc",2,3,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-033-09,3
market_centers_eq_districts0.119,POINT (85.65390014637472 27.64690017690168),119,10200,4,Bagmati,Central,24,034,Kavrepalanchok,34,Hokse Bazar,240034,C-BAG-24-034-04,85.6539,27.6469,Kavrepalanchok,Hokse,C-BAG-24-034,ShreeRampati,4,2,1,1,2,Banepa,1,6,2,"Rire,Oil Salt,shop etc",2,1,250,17,100,51,250,230,2,1,1,2,2,450,C-BAG-24-034-04,2
market_centers_eq_districts0.120,POINT (85.62750244168438 27.68759918225652),120,10214,9,Bagmati,Central,24,035,Kavrepalanchok,35,Jaisithok Mandan,240035,C-BAG-24-035-09,85.6275,27.6876,Kavrepalanchok,Jaisithok,C-BAG-24-035,"phedi,",9,2,2,1,2,Banepa,1,8,2,"Rire,Oil Salt,shop etc",2,2,250,6,0,52,0,230,2,1,2,1,2,450,C-BAG-24-035-09,2
market_centers_eq_districts0.121,POINT (85.68609619128625 27.664699554340984),121,10218,4,Bagmati,Central,24,036,Kavrepalanchok,36,Jyamdi Mandan,240036,C-BAG-24-036-04,85.6861,27.6647,Kavrepalanchok,Jyamdi,C-BAG-24-036,Barbote chaur,4,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,2,250,40,150,53,250,230,2,1,2,1,2,450,C-BAG-24-036-04,2
market_centers_eq_districts0.122,POINT (85.57800292979141 27.604700088838058),122,10227,4,Bagmati,Central,24,041,Kavrepalanchok,41,Kavre Nitya Chandeswor,240041,C-BAG-24-041-04,85.578,27.6047,Kavrepalanchok,Kavrenitya,C-BAG-24-041,"Kavre Bhanjang,",4,2,2,1,2,Banepa,1,5,2,"Rire,Oil Salt,shop etc",2,2,200,6,24,50,230,230,2,1,2,2,2,450,C-BAG-24-041-04,2
market_centers_eq_districts0.123,POINT (85.70179748546565 27.543199538827707),123,10233,1,Bagmati,Central,24,038,Kavrepalanchok,38,Kanpur Kalapani,240038,C-BAG-24-038-01,85.7018,27.5432,Kavrepalanchok,Kanpur Kalapani,C-BAG-24-038,Kanpur,1,2,2,1,2,Banepa,1,6,2,"Rire,Oil Salt,shop etc",2,2,250,50,40,50,230,230,2,1,1,1,1,450,C-BAG-24-038-01,2
market_centers_eq_districts0.124,POINT (85.78089904765301 27.54540061964292),124,10243,2,Bagmati,Central,24,039,Kavrepalanchok,39,Katike Deurali,240039,C-BAG-24-039-02,85.7809,27.5454,Kavrepalanchok,Kattike Deurali,C-BAG-24-039,Deurali,2,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,2,250,6,0,50,0,230,2,1,2,1,1,450,C-BAG-24-039-02,2
market_centers_eq_districts0.125,POINT (85.69689941427663 27.515600204086184),125,10255,5,Bagmati,Central,24,040,Kavrepalanchok,40,Katunje Besi,240040,C-BAG-24-040-05,85.6969,27.5156,Kavrepalanchok,Katunje Besi,C-BAG-24-040,Laskot,5,2,1,1,2,Banepa,1,4,2,"Rire,Oil Salt,shop etc",2,2,200,60,20,50,230,230,2,1,2,2,1,450,C-BAG-24-040-05,3
market_centers_eq_districts0.126,POINT (85.63819885219533 27.55019950910014),126,10274,6,Bagmati,Central,24,043,Kavrepalanchok,43,Khanalthok,240043,C-BAG-24-043-06,85.6382,27.5502,Kavrepalanchok,Khanalthok,C-BAG-24-043,Bhakunde beshi,6,2,2,1,2,Banepa,1,12,3,"Rire,Oil Salt,shop etc",2,2,200,100,150,55,250,230,1,1,1,1,1,450,C-BAG-24-043-06,2
market_centers_eq_districts0.127,POINT (85.75229644812265 27.59749984763988),127,10299,4,Bagmati,Central,24,046,Kavrepalanchok,46,Kolati Bhumlu,240046,C-BAG-24-046-04,85.7523,27.5975,Kavrepalanchok,Kolati Bhumlu,C-BAG-24-046,Bhumlutar,4,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,2,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-046-04,2
market_centers_eq_districts0.128,POINT (85.49680328344482 27.561199188092132),128,10311,7,Bagmati,Central,24,037,Kavrepalanchok,37,Kalati Bhumidanda,240037,C-BAG-24-037-07,85.4968,27.5612,Kavrepalanchok,Kalati Bhumidanda,C-BAG-24-037,Thatidanda,7,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,2,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-037-07,2
market_centers_eq_districts0.129,POINT (85.71479797344779 27.605899810527887),129,10317,4,Bagmati,Central,24,047,Kavrepalanchok,47,Koshidekha,240047,C-BAG-24-047-04,85.7148,27.6059,Kavrepalanchok,Koshidekha,C-BAG-24-047,Thatidanda,4,0,0,2,0,Banepa,1,0,2,"Rire,Oil Salt,shop etc",2,2,0,0,0,0,0,0,0,0,2,1,0,450,C-BAG-24-047-04,3
market_centers_eq_districts0.130,POINT (85.47949981646343 27.60029983556899),130,10324,2,Bagmati,Central,24,049,Kavrepalanchok,49,Kushadevi,240049,C-BAG-24-049-02,85.4795,27.6003,Kavrepalanchok,Kushadevi,C-BAG-24-049,Kushadevi,2,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,1,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-049-02,2
market_centers_eq_districts0.131,POINT (85.82080078153092 27.533399581525543),131,10334,3,Bagmati,Central,24,051,Kavrepalanchok,51,Madan Kundari,240051,C-BAG-24-051-03,85.8208,27.5334,Kavrepalanchok,Madan Kundari,C-BAG-24-051,Madan,3,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,2,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-051-03,2
market_centers_eq_districts0.132,POINT (85.60939788830194 27.732700348342462),132,10348,8,Bagmati,Central,24,052,Kavrepalanchok,52,Mahadevsthan Mandan,240052,C-BAG-24-052-08,85.6094,27.7327,Kavrepalanchok,Mahadevsthan,C-BAG-24-052,Kuntabeshi,8,2,2,1,2,Banepa,1,50,2,"Rire,Oil Salt,shop etc",2,1,200,10,25,55,260,240,1,1,1,1,1,450,C-BAG-24-052-08,1
market_centers_eq_districts0.133,POINT (85.49289703407095 27.62339973441027),133,10359,1,Bagmati,Central,24,055,Kavrepalanchok,55,Mahendra Jyoti,240055,C-BAG-24-055-01,85.4929,27.6234,Kavrepalanchok,Mahendrajyoti,C-BAG-24-055,Basdol,1,2,2,1,2,Banepa,1,4,2,"Rire,Oil Salt,shop etc",2,2,150,10,25,55,260,240,1,1,1,1,1,450,C-BAG-24-055-01,3
market_centers_eq_districts0.134,POINT (85.8523025516215 27.59029960644176),134,10374,7,Bagmati,Central,24,056,Kavrepalanchok,56,Majhi Feda,240056,C-BAG-24-056-07,85.8523,27.5903,Kavrepalanchok,Majhifeda,C-BAG-24-056,Salambu,7,2,2,2,2,Banepa,1,6,2,"Rire,Oil Salt,shop etc",2,2,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-056-07,2
market_centers_eq_districts0.135,POINT (85.74579620323226 27.474199294961522),135,10380,4,Bagmati,Central,24,057,Kavrepalanchok,57,Mangaltar,240057,C-BAG-24-057-04,85.7458,27.4742,Kavrepalanchok,Mangaltar,C-BAG-24-057,Mangaltar,4,2,1,1,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,1,300,40,50,55,280,230,1,1,1,1,1,450,C-BAG-24-057-04,2
market_centers_eq_districts0.136,POINT (85.63899993859633 27.572700500827523),136,10391,6,Bagmati,Central,24,058,Kavrepalanchok,58,Mathurapati Fulbari,240058,C-BAG-24-058-06,85.639,27.5727,Kavrepalanchok,Mathurapati,C-BAG-24-058,Bhakunde beshi,6,3,1,1,0,Banepa,1,6,2,"Rire,Oil Salt,shop etc",2,2,400,250,250,54,260,230,1,1,1,2,1,450,C-BAG-24-058-06,2
market_centers_eq_districts0.137,POINT (85.65670013430383 27.56929969832248),137,10406,3,Bagmati,Central,24,059,Kavrepalanchok,59,Methinkot,240059,C-BAG-24-059-03,85.6567,27.5693,Kavrepalanchok,Methinkot,C-BAG-24-059,Bhakunde beshi,3,3,2,2,0,Banepa,1,5,3,"Rire,Oil Salt,shop etc",2,2,500,300,250,54,260,230,1,1,1,2,1,450,C-BAG-24-059-03,2
market_centers_eq_districts0.138,POINT (85.42870330771154 27.411100387972567),138,10417,5,Bagmati,Central,24,060,Kavrepalanchok,60,Milche,240060,C-BAG-24-060-05,85.4287,27.4111,Kavrepalanchok,Milche,C-BAG-24-060,Dhaple,5,2,2,4,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,2,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-060-05,3
market_centers_eq_districts0.139,POINT (85.55699920674806 27.72570037807003),139,10425,4,Bagmati,Central,24,004,Kavrepalanchok,4,Baluwapati Deupur,240004,C-BAG-24-004-04,85.557,27.7257,Kavrepalanchok,Baluwapati,C-BAG-24-004,Baluwapati,4,3,2,2,2,Banepa,1,3,1,"Rire,Oil Salt,shop etc",2,2,56,150,240,55,250,170,2,2,2,2,2,450,C-BAG-24-004-04,3
market_centers_eq_districts0.140,POINT (85.87670135478373 27.615900039655173),140,10438,8,Bagmati,Central,24,061,Kavrepalanchok,61,Nagre Gagarche,240061,C-BAG-24-061-08,85.8767,27.6159,Kavrepalanchok,Nagre Gagarche,C-BAG-24-061,Kilpu,8,2,2,3,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,3,250,6,0,50,0,230,2,1,1,2,2,450,C-BAG-24-061-08,3
market_centers_eq_districts0.141,POINT (85.49859619166097 27.63590049701037),141,10440,1,Bagmati,Central,24,063,Kavrepalanchok,63,Nasikasthan Sanga,240063,C-BAG-24-063-01,85.4986,27.6359,Kavrepalanchok,Nasikasthan Sangha,C-BAG-24-063,Bhaisepati,1,3,1,1,2,Banepa,1,21,2,"Rire,Oil Salt,shop etc",2,3,250,6,50,50,250,230,2,1,1,2,1,450,C-BAG-24-063-01,1
market_centers_eq_districts0.142,POINT (85.58280181924863 27.719499587635937),142,10449,1,Bagmati,Central,24,064,Kavrepalanchok,64,Nayagaun Deupur,240064,C-BAG-24-064-01,85.5828,27.7195,Kavrepalanchok,Nayagaun,C-BAG-24-064,BayarbotChainpur,1,2,1,2,2,Banepa,1,7,2,"Rire,Oil Salt,shop etc",2,3,200,8,20,50,240,230,2,1,2,1,2,450,C-BAG-24-064-01,2
market_centers_eq_districts0.143,POINT (85.5190963743982 27.580400466508365),143,10467,6,Bagmati,Central,24,065,Kavrepalanchok,65,Panauti,240065,C-BAG-24-065-06,85.5191,27.5804,Kavrepalanchok,Panauti N. P.,C-BAG-24-065,Panauti,6,3,1,1,2,Banepa,1,100,2,"Rire,Oil Salt,shop etc",2,1,600,400,150,50,240,230,2,1,1,2,1,450,C-BAG-24-065-06,1
market_centers_eq_districts0.144,POINT (85.60870361348105 27.63590049701037),144,10473,3,BAGMATI,,24,066,Kavrepalanchok,66,Panchkhal,240066,C-BAG-24-066-03,85.6087,27.6359,Kavrepalanchok,Panchkhal,C-BAG-24-066,Panchkhal,3,3,1,1,2,Banepa,1,40,2,"Rire,Oil Salt,shop etc",2,1,400,200,100,50,250,230,2,1,1,2,1,450,C-BAG-24-066-03,1
market_centers_eq_districts0.145,POINT (85.59190368680578 27.598300934040935),145,10482,3,Bagmati,Central,24,067,Kavrepalanchok,67,Patalekhet,240067,C-BAG-24-067-03,85.5919,27.5983,Kavrepalanchok,Patlekhet,C-BAG-24-067,Hanumankharka,3,2,2,2,2,Banepa,1,6,2,"Rire,Oil Salt,shop etc",2,1,150,100,100,55,250,230,1,1,1,2,2,450,C-BAG-24-067-03,2
market_centers_eq_districts0.146,POINT (85.5414962769317 27.459299087183183),146,10493,5,Bagmati,Central,24,028,Kavrepalanchok,28,Falemetar,240028,C-BAG-24-028-05,85.5415,27.4593,Kavrepalanchok,Falametar,C-BAG-24-028,Syaure Thali,5,2,2,2,2,Banepa,1,4,2,"Rire,Oil Salt,shop etc",2,3,250,6,0,50,0,230,2,1,2,1,1,450,C-BAG-24-028-05,3
market_centers_eq_districts0.147,POINT (85.73519897445317 27.618700027584282),147,10504,7,Bagmati,Central,24,027,Kavrepalanchok,27,Falate Bhumlu,240027,C-BAG-24-027-07,85.7352,27.6187,Kavrepalanchok,FalateBhumlu,C-BAG-24-027,Thatidanda,7,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,3,250,6,300,50,240,230,2,1,2,1,2,450,C-BAG-24-027-07,2
market_centers_eq_districts0.148,POINT (85.60939788830194 27.40600013749639),148,10511,5,Bagmati,Central,24,029,Kavrepalanchok,29,Foksingtar,240029,C-BAG-24-029-05,85.6094,27.406,Kavrepalanchok,Foksingtar,C-BAG-24-029,Thulopokhara,5,2,2,2,2,Banepa,1,2,2,"Rire,Oil Salt,shop etc",2,3,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-029-05,3
market_centers_eq_districts0.149,POINT (85.74099731467442 27.524799346812472),149,10516,1,Bagmati,Central,24,069,Kavrepalanchok,69,Pokhari Narayansthan,240069,C-BAG-24-069-01,85.741,27.5248,Kavrepalanchok,PokhariNaransthan,C-BAG-24-069,Narayansthan,1,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,2,250,6,20,50,240,230,2,1,2,1,2,450,C-BAG-24-069-01,2
market_centers_eq_districts0.150,POINT (85.5944976805236 27.552600860841096),150,10525,1,Bagmati,Central,24,070,Kavrepalanchok,70,Puranogaun Dapcha,240070,C-BAG-24-070-01,85.5945,27.5526,Kavrepalanchok,Puranogaun,C-BAG-24-070,Puranagau,1,2,2,2,2,Banepa,1,12,2,"Rire,Oil Salt,shop etc",2,2,250,6,0,51,0,230,2,1,2,1,2,450,C-BAG-24-070-01,2
market_centers_eq_districts0.151,POINT (85.5841979978394 27.64109993011772),151,10534,1,Bagmati,Central,24,071,Kavrepalanchok,71,Ravi Opi,240071,C-BAG-24-071-01,85.5842,27.6411,Kavrepalanchok,Rabi Opi,C-BAG-24-071,Deurali,1,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,2,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-071-01,2
market_centers_eq_districts0.152,POINT (85.458297729057 27.60079956095103),152,10543,1,Bagmati,Central,24,072,Kavrepalanchok,72,Ryale,240072,C-BAG-24-072-01,85.4583,27.6008,Kavrepalanchok,Rayale,C-BAG-24-072,Parkhalchaur,1,2,2,2,2,Banepa,1,20,2,"Rire,Oil Salt,shop etc",2,2,140,6,10,55,240,230,1,1,1,1,1,450,C-BAG-24-072-01,2
market_centers_eq_districts0.153,POINT (85.7591018680568 27.604200363456073),153,10562,2,Bagmati,Central,24,074,Kavrepalanchok,74,Salle Bhumlu,240074,C-BAG-24-074-02,85.7591,27.6042,Kavrepalanchok,Salle Bhumlu,C-BAG-24-074,Manedanda,2,2,2,2,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,3,250,6,0,50,0,230,2,1,2,1,2,450,C-BAG-24-074-02,2
market_centers_eq_districts0.154,POINT (85.48970031741578 27.3931007387082),154,10574,5,Bagmati,Central,24,075,Kavrepalanchok,75,Salmechakala (Taldhunga),240075,C-BAG-24-075-05,85.4897,27.3931,Kavrepalanchok,Salmechakala,C-BAG-24-075,"Taldhunga,",5,2,2,2,2,Banepa,1,15,2,"Rire,Oil Salt,shop etc",2,3,250,6,0,50,0,230,2,1,2,1,1,450,C-BAG-24-075-05,2
market_centers_eq_districts0.155,POINT (85.56199645966893 27.58060073833343),155,10585,7,Bagmati,Central,24,076,Kavrepalanchok,76,Sankhupati Chour,240076,C-BAG-24-076-07,85.562,27.5806,Kavrepalanchok,Shankhupati Chaur,C-BAG-24-076,"Eate,",7,2,2,2,2,Banepa,1,6,2,"Rire,Oil Salt,shop etc",2,3,180,10,50,50,30,230,2,1,2,1,2,450,C-BAG-24-076-07,2
market_centers_eq_districts0.156,POINT (85.75589752155344 27.660999298279023),156,10602,6,Bagmati,Central,24,078,Kavrepalanchok,78,Saping,240078,C-BAG-24-078-06,85.7559,27.661,Kavrepalanchok,Saping,C-BAG-24-078,Dolalghat,6,2,2,3,2,Banepa,1,10,2,"Rire,Oil Salt,shop etc",2,3,240,25,40,50,240,230,2,1,2,1,2,450,C-BAG-24-078-06,3
market_centers_eq_districts0.157,POINT (85.54969787635599 27.593700408946745),157,10612,7,Bagmati,Central,24,079,Kavrepalanchok,79,Sarada Batase,240079,C-BAG-24-079-07,85.5497,27.5937,Kavrepalanchok,Sharada Batase,C-BAG-24-079,Saradabatase,7,2,2,2,2,Banepa,1,16,2,"Rire,Oil Salt,shop etc",2,2,250,6,25,50,230,230,2,1,2,1,2,450,C-BAG-24-079-07,2
market_centers_eq_districts0.158,POINT (85.74579620323226 27.548099517478818),158,10620,6,BAGMATI,,24,080,Kavrepalanchok,80,Saramthali,240080,C-BAG-24-080-06,85.7458,27.5481,Kavrepalanchok,Saramthali,C-BAG-24-080,"Pachra,ghat",6,2,2,3,2,Banepa,1,5,2,"Rire,Oil Salt,shop etc",2,3,250,6,10,50,230,230,2,1,2,1,2,450,C-BAG-24-080-06,3
